2015-09-01T02:00:00, Slot A, heavy traffic, other, Slot B
2015-09-02T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, won`t start, other, heavy traffic
2017-10-23T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2017-10-24T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, flat tire
2017-10-25T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, won`t start, late return from field trip
2017-10-26T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2017-10-27T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2017-10-30T01:00:00, Slot A, heavy traffic, weather conditions, other, Slot B, heavy traffic, mechanical problem, other
2017-10-31T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, flat tire
2017-11-01T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, won`t start
2017-11-02T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2017-11-03T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2017-11-06T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, mechanical problem, heavy traffic, other
2017-11-07T01:00:00, Slot A, heavy traffic, mechanical problem, flat tire, Slot B, heavy traffic, other, problem run
2017-11-08T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2017-11-09T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2017-11-10T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, won`t start, mechanical problem
2017-11-13T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2017-11-14T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2017-11-15T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, won`t start
2017-11-16T01:00:00, Slot A, heavy traffic, other, weather conditions, Slot B, heavy traffic, other, flat tire
2017-11-17T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2017-11-20T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2017-11-21T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2017-11-22T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, won`t start, mechanical problem
2017-11-27T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, won`t start
2017-11-28T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2017-11-29T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, late return from field trip
2017-11-30T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, won`t start
2017-12-01T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2017-12-04T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, won`t start
2017-12-05T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, accident
2017-12-06T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2017-12-07T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2017-12-08T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2017-12-11T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2017-12-12T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, late return from field trip
2017-12-13T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2017-12-14T01:00:00, Slot A, heavy traffic, weather conditions, mechanical problem, Slot B, heavy traffic, other, delayed by school
2017-12-15T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, late return from field trip
2017-12-18T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2017-12-19T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2017-12-20T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, late return from field trip
2017-12-21T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2017-12-22T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, accident
2017-12-26T01:00:00, Slot A, other, heavy traffic, won`t start, Slot B, mechanical problem, other,
2017-12-27T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, mechanical problem
2017-12-28T01:00:00, Slot A, mechanical problem, other, Slot B, accident, other, heavy traffic,
2017-12-29T01:00:00, Slot A, heavy traffic, mechanical problem, Slot B
2018-01-02T01:00:00, Slot A, heavy traffic, mechanical problem, won`t start, Slot B, heavy traffic, mechanical problem, other
2018-01-03T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2018-01-05T01:00:00, Slot A, weather conditions, heavy traffic, mechanical problem, Slot B, heavy traffic, mechanical problem, won`t start
2018-01-07T01:00:00, Slot A, other, Slot B,
2018-01-08T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2018-01-09T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-01-10T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, late return from field trip
2018-01-11T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-01-12T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, won`t start
2018-01-16T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-01-17T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-01-18T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, won`t start
2018-01-19T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-01-22T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-01-23T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2018-01-24T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-01-25T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-01-26T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-01-29T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, won`t start
2018-01-30T01:00:00, Slot A, heavy traffic, other, weather conditions, Slot B, heavy traffic, mechanical problem, won`t start
2018-01-31T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-02-01T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2018-02-02T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-02-05T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, other, heavy traffic, mechanical problem
2018-02-06T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-02-07T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2018-02-08T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-02-09T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, won`t start
2018-02-12T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-02-13T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, won`t start
2018-02-14T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, other, heavy traffic, mechanical problem
2018-02-15T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, late return from field trip
2018-02-16T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, weather conditions, other
2018-02-20T01:00:00, Slot A, mechanical problem, other, Slot B, other,
2018-02-21T01:00:00, Slot A, heavy traffic, other, won`t start, Slot B,
2018-02-22T01:00:00, Slot A, mechanical problem, Slot B, other, late return from field trip,
2018-02-23T01:00:00, Slot A, heavy traffic, Slot B, mechanical problem, other, accident
2018-02-26T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2018-02-27T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, late return from field trip
2018-02-28T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-03-01T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, won`t start
2018-03-02T01:00:00, Slot A, heavy traffic, weather conditions, mechanical problem, Slot B, heavy traffic, weather conditions, other
2018-03-05T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2018-03-06T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-03-07T01:00:00, Slot A, heavy traffic, weather conditions, mechanical problem, Slot B, heavy traffic, mechanical problem, weather conditions
2018-03-08T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, flat tire
2018-03-09T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-03-12T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-03-13T01:00:00, Slot A, heavy traffic, weather conditions, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-03-14T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-03-15T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-03-16T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, late return from field trip
2018-03-19T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2018-03-20T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, late return from field trip
2018-03-22T01:00:00, Slot A, heavy traffic, weather conditions, other, Slot B, heavy traffic, mechanical problem, other
2018-03-23T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2018-03-26T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-03-27T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
2018-03-28T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-03-29T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, late return from field trip
2018-03-30T02:00:00, Slot A, other, Slot B,
2018-04-02T02:00:00, Slot A, weather conditions, mechanical problem, heavy traffic, Slot B, flat tire, heavy traffic,
2018-04-03T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B,
2018-04-04T02:00:00, Slot A, heavy traffic, mechanical problem, Slot B, other, heavy traffic
2018-04-05T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic
2018-04-06T02:00:00, Slot A, heavy traffic, mechanical problem, Slot B, heavy traffic, other
2018-04-09T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-04-10T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2018-04-11T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-04-12T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-04-13T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-04-16T02:00:00, Slot A, heavy traffic, weather conditions, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-04-17T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, won`t start
2018-04-18T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-04-19T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, won`t start
2018-04-20T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-04-23T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2018-04-24T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-04-25T02:00:00, Slot A, heavy traffic, weather conditions, other, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-04-26T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, late return from field trip
2018-04-27T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
2018-04-30T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2018-05-01T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, late return from field trip, other
2018-05-02T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-05-03T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, late return from field trip
2018-05-04T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-05-07T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-05-08T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, won`t start
2018-05-09T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-05-10T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
2018-05-11T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
2018-05-14T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-05-15T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, won`t start
2018-05-16T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-05-17T02:00:00, Slot A, heavy traffic, weather conditions, other, Slot B, heavy traffic, mechanical problem, late return from field trip
2018-05-18T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, won`t start, late return from field trip
2018-05-21T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-05-22T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-05-23T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, late return from field trip
2018-05-24T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
2018-05-25T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-05-29T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2018-05-30T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-05-31T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, late return from field trip
2018-06-01T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2018-06-04T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2018-06-05T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-06-06T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, late return from field trip, heavy traffic, mechanical problem
2018-06-07T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-06-08T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, late return from field trip, other
2018-06-11T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-06-12T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
2018-06-13T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, other
2018-06-14T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, late return from field trip, heavy traffic, mechanical problem
2018-06-15T02:00:00, Slot A, heavy traffic, flat tire, other, Slot B, heavy traffic, mechanical problem, flat tire
2018-06-18T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-06-19T02:00:00, Slot A, heavy traffic, accident, other, Slot B,
2018-06-25T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B,
2018-09-04T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, mechanical problem, heavy traffic,
2018-09-05T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, won`t start
2018-09-06T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, other, heavy traffic, mechanical problem
2018-09-07T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-09-10T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, mechanical problem, other, won`t start
2018-09-11T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, other
2018-09-12T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-09-13T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-09-14T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2018-09-17T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, won`t start, other
2018-09-18T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-09-19T02:00:00, Slot A, other, heavy traffic, flat tire, Slot B, other, heavy traffic,
2018-09-20T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-09-21T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, won`t start
2018-09-24T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-09-25T02:00:00, Slot A, heavy traffic, weather conditions, other, Slot B, heavy traffic, other, won`t start
2018-09-26T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, won`t start
2018-09-27T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2018-09-28T02:00:00, Slot A, heavy traffic, weather conditions, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-10-01T02:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, mechanical problem, other
2018-10-02T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, flat tire
2018-10-03T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2018-10-04T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-10-05T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2018-10-09T02:00:00, Slot A, heavy traffic, mechanical problem, problem run, Slot B, heavy traffic, mechanical problem, other
2018-10-10T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-10-11T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-10-12T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2018-10-15T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2018-10-16T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, other
2018-10-17T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, won`t start
2018-10-18T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-10-19T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-10-22T02:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-10-23T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-10-24T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, late return from field trip
2018-10-25T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-10-26T02:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-10-29T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-10-30T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-10-31T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, won`t start
2018-11-01T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-11-02T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-11-04T01:00:00, Slot A, heavy traffic, Slot B,
2018-11-05T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-11-06T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, mechanical problem, delayed by school
2018-11-07T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, won`t start
2018-11-08T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, flat tire
2018-11-09T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, other
2018-11-12T01:00:00, Slot A, heavy traffic, Slot B,
2018-11-13T01:00:00, Slot A, heavy traffic, other, weather conditions, Slot B, heavy traffic, mechanical problem, other
2018-11-14T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, mechanical problem, won`t start
2018-11-15T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, weather conditions, mechanical problem
2018-11-16T01:00:00, Slot A, heavy traffic, weather conditions, other, Slot B, heavy traffic, other, mechanical problem
2018-11-19T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2018-11-20T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-11-21T01:00:00, Slot A, heavy traffic, other, problem run, Slot B, heavy traffic, mechanical problem, late return from field trip
2018-11-23T01:00:00, Slot A, mechanical problem, heavy traffic, flat tire, Slot B,
2018-11-26T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-11-27T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2018-11-28T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, late return from field trip, mechanical problem
2018-11-29T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, late return from field trip
2018-11-30T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2018-12-03T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, other, heavy traffic, won`t start
2018-12-04T01:00:00, Slot A, heavy traffic, other, won`t start, Slot B, heavy traffic, mechanical problem,
2018-12-05T01:00:00, Slot A, heavy traffic, other, flat tire, Slot B, heavy traffic, other, flat tire
2018-12-06T01:00:00, Slot A, heavy traffic, flat tire, other, Slot B, other, heavy traffic, won`t start
2018-12-07T01:00:00, Slot A, other, heavy traffic, Slot B, heavy traffic, other
2018-12-10T01:00:00, Slot A, other, heavy traffic, flat tire, Slot B, other, mechanical problem,
2018-12-11T01:00:00, Slot A, heavy traffic, flat tire, accident, Slot B, flat tire
2018-12-12T01:00:00, Slot A, other, heavy traffic, Slot B, mechanical problem, won`t start, flat tire,
2018-12-13T01:00:00, Slot A, mechanical problem, other, heavy traffic, Slot B, other, mechanical problem,
2018-12-14T01:00:00, Slot A, heavy traffic, other, won`t start, Slot B, heavy traffic, won`t start,
2018-12-17T01:00:00, Slot A, other, mechanical problem, heavy traffic, Slot B,
2018-12-18T01:00:00, Slot A, mechanical problem, other, heavy traffic, Slot B, mechanical problem
2018-12-19T01:00:00, Slot A, other, heavy traffic, accident, Slot B, other, accident, flat tire
2018-12-20T01:00:00, Slot A, heavy traffic, mechanical problem, flat tire, Slot B, mechanical problem
2018-12-21T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, other
2018-12-26T01:00:00, Slot A, won`t start, Slot B,
2019-01-02T01:00:00, Slot A, heavy traffic, other, won`t start, Slot B, won`t start
2019-01-03T01:00:00, Slot A, heavy traffic, other, Slot B, heavy traffic, other, mechanical problem,
2019-01-04T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-01-07T01:00:00, Slot A, heavy traffic, mechanical problem, other, Slot B, heavy traffic, other, mechanical problem
2019-01-08T01:00:00, Slot A, heavy traffic, other, weather conditions, Slot B, heavy traffic, other, won`t start
2019-01-09T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-01-10T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-01-11T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-01-14T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-01-15T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-01-16T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, other, heavy traffic, mechanical problem
2019-01-17T01:00:00, Slot A, heavy traffic, other, mechanical problem, Slot B, heavy traffic, other, mechanical problem
2019-01-18T01:00:00, Slot A, heavy traffic, other, weather conditions, Slot B, heavy traffic, other, late return from field trip
